Date,log_return,vol_zscore,volume_zscore,momentum,state,regime,posterior_top_prob,posterior_margin,posterior_entropy,realized_vol,base_exposure,raw_position,position,strategy_gross_ret,turnover,trans_cost,strategy_net_ret,bah_ret,strategy_cum,bah_cum
2010-03-17,0.00590953292621829,-1.7887087167748383,0.2136608749651634,0.0036714046510768,0,Bull,0.9865805922790999,0.9731611905284507,0.07118083697421541,0.06792853697085599,2.2082030128862615,2.0,2.0,0.01181906585243658,0.0,0.0,0.01181906585243658,0.00590953292621829,1.0726615866882432,1.043490818743078
2010-03-18,-0.0005125870800749874,-1.6014477390655324,0.7835814428277753,0.002735559462009,0,Bull,0.9908878547660415,0.9817757343103248,0.05188104411250528,0.0678313197198592,2.2113678551367473,2.0,2.0,-0.0010251741601499749,0.0,0.0,-0.0010251741601499749,-0.0005125870800749874,1.071561921746985,1.0429559388312135
2010-03-19,-0.00507452925020508,-1.2528486738202176,1.6702736512259158,0.0017033874057965,0,Bull,0.9801561907852016,0.9603137828301432,0.0974454177197608,0.07516193411563536,1.9956910604406153,1.9956910604406153,2.0,-0.01014905850041016,0.0,0.0,-0.01014905850041016,-0.00507452925020508,1.060686577116363,1.0376634284129393
2010-03-22,0.00533216548027928,-1.0651462010398465,0.3439978454831203,0.0027178360859067,0,Bull,0.9911203427704142,0.9822418080281498,0.05079874627511632,0.07297200665405153,2.0555827758872756,2.0,1.9956910604406153,0.010641354981783398,0.004308939559384717,8.617879118769434e-07,0.01064049319387152,0.00533216548027928,1.0719728054210005,1.0431964215260712
2010-03-23,0.00700864368262169,-1.0781819241972392,0.3441605562820945,0.0025326451517678,0,Bull,0.9914491687520266,0.9828995664476471,0.04924299246748491,0.07217916293066122,2.0781620887470975,2.0,2.0,0.01401728736524338,0.004308939559384717,8.617879118769434e-07,0.014016425577331503,0.00700864368262169,1.086998032469107,1.0505078135355335
2010-03-24,-0.004866547078773733,-0.7775827268386083,0.7205737859505955,0.0003774291507694,0,Bull,0.9924708879978028,0.9849565732597352,0.04441736166593488,0.07689534445224087,1.9507032716806916,1.9507032716806916,2.0,-0.009733094157547466,0.0,0.0,-0.009733094157547466,-0.004866547078773733,1.0764181782700164,1.0453954678043431
2010-03-25,-0.0016277214125584429,-1.0524898523141235,1.9014454998067265,0.0001544022842727,0,Bull,0.9836382873415722,0.96728314424029,0.08357770380038271,0.07637128931073622,1.9640888788676387,1.9640888788676387,1.9507032716806916,-0.0031752014848624712,0.049296728319308425,9.859345663861685e-06,-0.003185060830526333,-0.0016277214125584429,1.072989720893142,1.0436938552168065
2010-03-26,-0.0006001301189538793,-0.9390180848693374,1.1556008123195254,0.0010492821105229,0,Bull,0.9920538564856584,0.9841120953464254,0.046371899119003024,0.07501080308561708,1.9997119592066024,1.9997119592066024,1.9640888788676387,-0.0011787088925108275,0.013385607186947146,2.6771214373894292e-06,-0.001181386013948217,-0.0006001301189538793,1.0717221058437687,1.0430675030993237
2010-03-29,0.00632782040912079,-0.8127894022130059,-1.2916218078545072,0.0012484130962912,0,Bull,0.9951232764367826,0.9902500902390275,0.030854093353964513,0.07431879451554584,2.0183319842280723,2.0,1.9997119592066024,0.012653818147830459,0.035623080338963664,7.124616067792733e-06,0.012646693531762666,0.00632782040912079,1.08527584686759,1.0496678469335263
2010-03-30,0.000681422223459082,-0.7539615376519481,-0.8653925886735562,-1.703119554124432e-05,0,Bull,0.9968423102213423,0.9936894939402556,0.021370826809760688,0.07264488989545177,2.0648389751278478,2.0,2.0,0.001362844446918164,0.0002880407933976148,5.7608158679522963e-08,0.0013627868387594843,0.000681422223459082,1.086754846508125,1.0503831139316773
2010-03-31,-0.0034132432830593774,-0.6546668800333985,-0.3713836462043137,0.0002736295636016,0,Bull,0.9966567185545427,0.9933265894967499,0.022483039399455274,0.0754391610286871,1.9883572133438732,1.9883572133438732,2.0,-0.006826486566118755,0.0,0.0,-0.006826486566118755,-0.0034132432830593774,1.0793361291477728,1.046797900823411
2010-04-01,0.006814530250622114,-0.377434156247603,-0.4261900268790839,0.0019620798962377,0,Bull,0.9971024599610318,0.9942736924330919,0.02015146748472088,0.07713229541653767,1.9447106972501562,1.9447106972501562,1.9883572133438732,0.013549720379374512,0.011642786656126836,2.328557331225367e-06,0.013547391822043287,0.006814530250622114,1.0939583185970252,1.05393133678486
